elapsed_s,timestamp_utc,gpu_uuid,sm_clock_mhz,memory_clock_mhz,temperature_c,power_draw_w,utilization_pct,cumulative_matmuls,interval_throughput_matmuls_per_s
785.033,2026-09-18T22:48:34.413573+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.48,100.0,108565,136.77226926379635
790.034,2026-09-18T22:48:39.414089+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2385.0,10251.0,74.0,449.57,100.0,109249,136.78587235453034
795.032,2026-09-18T22:48:44.412703+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2385.0,10251.0,74.0,449.99,100.0,109933,136.83796864221233
800.038,2026-09-18T22:48:49.418665+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2385.0,10251.0,74.0,449.9,100.0,110617,136.63706380407274
805.041,2026-09-18T22:48:54.421547+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2400.0,10251.0,74.0,450.26,100.0,111301,136.72119380041792
810.035,2026-09-18T22:48:59.415395+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.81,100.0,111984,136.76827082270466
815.038,2026-09-18T22:49:04.418579+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.57,100.0,112671,137.31256370660125
820.035,2026-09-18T22:49:09.415673+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.76,100.0,113359,137.68000880562374
825.039,2026-09-18T22:49:14.419552+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.9,100.0,114049,137.8930140861418
830.033,2026-09-18T22:49:19.413544+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.76,100.0,114738,137.96577718827092
835.036,2026-09-18T22:49:24.416543+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.76,100.0,115430,138.31704217164827
840.035,2026-09-18T22:49:29.415167+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.63,100.0,116120,138.03801858879893
845.034,2026-09-18T22:49:34.414421+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.67,100.0,116809,137.82053028758136
850.035,2026-09-18T22:49:39.415688+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.73,100.0,117499,137.96502770961263
855.038,2026-09-18T22:49:44.418347+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.87,100.0,118189,137.92666805511405
860.04,2026-09-18T22:49:49.420095+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.72,100.0,118879,137.95177629127545
865.04,2026-09-18T22:49:54.420815+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.58,100.0,119569,137.98014335285956
870.034,2026-09-18T22:49:59.414137+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.94,100.0,120258,137.98429470513778
875.034,2026-09-18T22:50:04.414813+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.59,100.0,120947,137.7813611163384
880.039,2026-09-18T22:50:09.419457+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.65,100.0,121638,138.07177439317314
885.039,2026-09-18T22:50:14.419778+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.62,100.0,122330,138.39109794658995
890.039,2026-09-18T22:50:19.419663+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.61,100.0,123020,138.0031718029408
895.04,2026-09-18T22:50:24.420893+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.74,100.0,123710,137.96606030916524
900.041,2026-09-18T22:50:29.421497+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.73,100.0,124400,137.98331424308202
905.04,2026-09-18T22:50:34.420943+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.76,100.0,125090,138.01529443475087
910.055,2026-09-18T22:50:39.435057+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.92,100.0,125782,138.01043340557527
915.033,2026-09-18T22:50:44.413588+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.83,100.0,126469,137.9925022534329
920.036,2026-09-18T22:50:49.416325+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.55,100.0,127159,137.92449230689166
925.034,2026-09-18T22:50:54.414724+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.57,100.0,127849,138.0442341448523
930.037,2026-09-18T22:50:59.417803+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.62,100.0,128540,138.11492421193267
935.033,2026-09-18T22:51:04.413650+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.62,100.0,129229,137.91453902846618
940.035,2026-09-18T22:51:09.415418+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.72,100.0,129920,138.15115982537532
945.04,2026-09-18T22:51:14.420045+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.71,100.0,130610,137.87243943489287
950.035,2026-09-18T22:51:19.415500+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.62,100.0,131299,137.9253536816202
955.035,2026-09-18T22:51:24.415489+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.72,100.0,131989,138.00030927727394
960.038,2026-09-18T22:51:29.418335+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.65,100.0,132680,138.12138123856332
965.039,2026-09-18T22:51:34.419576+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.68,100.0,133370,137.9657709166489
970.04,2026-09-18T22:51:39.420430+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.59,100.0,134059,137.7764607878207
975.033,2026-09-18T22:51:44.413893+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.75,100.0,134749,138.18066949642142
980.033,2026-09-18T22:51:49.413593+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.81,100.0,135439,138.00827199925914
985.032,2026-09-18T22:51:54.412957+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.8,100.0,136129,138.01755861503528
990.034,2026-09-18T22:51:59.414833+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.63,100.0,136819,137.94823862601527
995.033,2026-09-18T22:52:04.413388+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.79,100.0,137509,138.03989504832688
1000.032,2026-09-18T22:52:09.412583+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.53,100.0,138199,138.02224517768386
1005.037,2026-09-18T22:52:14.417843+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.7,100.0,138890,138.0547732185376
1010.039,2026-09-18T22:52:19.420015+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.57,100.0,139581,138.13997900539889
1015.037,2026-09-18T22:52:24.417329+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.61,100.0,140271,138.07415433885186
1020.038,2026-09-18T22:52:29.418947+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.73,100.0,140961,137.95534044235882
1025.036,2026-09-18T22:52:34.416650+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.58,100.0,141651,138.0634110820552
1030.039,2026-09-18T22:52:39.419764+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.65,100.0,142341,137.91414693888248
1035.034,2026-09-18T22:52:44.414737+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.54,100.0,143031,138.13888637634494
1040.033,2026-09-18T22:52:49.413228+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.62,100.0,143721,138.04163987225684
1045.034,2026-09-18T22:52:54.414212+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.62,100.0,144411,137.97290084940917
1050.034,2026-09-18T22:52:59.414135+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.69,100.0,145101,138.00209258391578
1055.035,2026-09-18T22:53:04.415638+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.8,100.0,145791,137.95852334548505
1060.034,2026-09-18T22:53:09.414238+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.61,100.0,146481,138.03865723771844
1065.033,2026-09-18T22:53:14.413901+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.67,100.0,147170,137.8093246188943
1070.032,2026-09-18T22:53:19.412208+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.58,100.0,147860,138.04669681869657
1075.039,2026-09-18T22:53:24.419207+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.66,100.0,148551,138.00687676370694
1080.04,2026-09-18T22:53:29.420269+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.73,100.0,149242,138.17058240649962
1085.04,2026-09-18T22:53:34.420996+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2400.0,10251.0,74.0,449.87,100.0,149926,136.78016603065018
1090.04,2026-09-18T22:53:39.420330+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.82,100.0,150616,138.01834846284459
1095.039,2026-09-18T22:53:44.419852+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.85,100.0,151304,137.61316974790975
1100.032,2026-09-18T22:53:49.412638+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.78,100.0,151992,137.79881804640044
1105.032,2026-09-18T22:53:54.412941+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.76,100.0,152684,138.39160603890983
1110.032,2026-09-18T22:53:59.412342+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.71,100.0,153375,138.2165228282323
1115.039,2026-09-18T22:54:04.419041+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.76,100.0,154068,138.41471460899265
1120.04,2026-09-18T22:54:09.420101+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.71,100.0,154759,138.17060875484202
1125.04,2026-09-18T22:54:14.420118+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.96,100.0,155450,138.19947281084896
1130.033,2026-09-18T22:54:19.413704+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2385.0,10251.0,74.0,449.87,100.0,156139,137.97701490335345
1135.04,2026-09-18T22:54:24.420031+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.95,100.0,156831,138.22507260194513
1140.035,2026-09-18T22:54:29.415467+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.71,100.0,157520,137.92591980269157
1145.039,2026-09-18T22:54:34.419283+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.85,100.0,158211,138.09460925001875
1150.034,2026-09-18T22:54:39.414558+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.93,100.0,158895,136.92939771671055
1155.039,2026-09-18T22:54:44.419205+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.65,100.0,159582,137.27246433758003
1160.038,2026-09-18T22:54:49.418244+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.62,100.0,160271,137.82644603819168
1165.04,2026-09-18T22:54:54.420640+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2385.0,10251.0,74.0,451.49,100.0,160960,137.73398180079167
1170.038,2026-09-18T22:54:59.418969+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.65,100.0,161649,137.8460570965803
1175.038,2026-09-18T22:55:04.418398+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.78,100.0,162339,138.01578807237556
1180.032,2026-09-18T22:55:09.412112+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.72,100.0,163028,137.97363549174776
1185.033,2026-09-18T22:55:14.413282+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.81,100.0,163719,138.16746019907364
1190.033,2026-09-18T22:55:19.413274+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.8,100.0,164409,138.00023689310686
1195.034,2026-09-18T22:55:24.414492+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.99,100.0,165099,137.96639574291922
1207.408,2026-09-18T22:55:36.788685+00:00,GPU-00b80185-a51c-ac5b-84b1-c291bcf5025f,2370.0,10251.0,74.0,449.83,100.0,165785,55.43796421202609
